Area,Price per Month,Address,City,Price,Name,contact_details
"6,448 ft²","$18,806/mo",203 - 901 King Street West,"Toronto, ON","$35.00/sf/yr$18,806/mo",,
"16,774 ft²",Contact,2nd Floor | North Tower - 175 Bloor ...,"Toronto, ON",ContactContact,,
"28,260 ft²","$56,520/mo",2100 - 5000 Yonge Street,"Toronto, ON","$24.00/sf/yr$56,520/mo",,
"12,557 ft²",Contact,16th Floor  - 16th Floor - 390 Bay Street,"Toronto, ON",ContactContact,,
"6,513 ft²",Contact,Suite 2901 - 390 Bay Street,"Toronto, ON",ContactContact,,
"3,071 ft²",Contact,Suite 1700 - 390 Bay Street,"Toronto, ON",ContactContact,,
"5,674 ft²",Contact,Suite 1102 - 390 Bay Street,"Toronto, ON",ContactContact,,
"6,962 ft²",Contact,Suite 1202 - 390 Bay Street,"Toronto, ON",ContactContact,,
"1,666 ft²",Contact,Suite 1405 - 390 Bay Street,"Toronto, ON",ContactContact,,
"4,824 ft²",Contact,Suite 710  - 390 Bay Street,"Toronto, ON",ContactContact,,
"2,278 ft²",Contact,Suite 922 - 390 Bay Street,"Toronto, ON",ContactContact,,
"3,734 ft²",Contact,Suite 802 - 390 Bay Street,"Toronto, ON",ContactContact,,
"6,474 ft²",Contact,Suite 800 - 390 Bay Street,"Toronto, ON",ContactContact,,
"2,340 ft²",Contact,Suite 806 - 390 Bay Street,"Toronto, ON",ContactContact,,
"4,634 ft²","$14,160/mo",406 - 2115 Finch Avenue West,"Toronto, ON","$36.67/sf/yr$14,160/mo",,
767 ft²,"$2,149/mo",536 - 124 Merton Street,"Toronto, ON","$33.63/sf/yr$2,149/mo",,
"2,715 ft²",Not available,105-108 - 1 Yorkville Ave,"Toronto, ON","$4,855,600",,
"1,371 ft²",Not available,201-202 - 1 Yorkville Ave,"Toronto, ON","$1,248,981",,
"1,100 ft²","$9,166/mo",Lower Retail - 70 Yorkville Avenue,"Toronto, ON","$100.00/sf/yr$9,166/mo",,
"4,092-17,287 ft²","$5,456/mo",901 - 901 - 251 Consumers Road,"Toronto, ON","$16.00/sf/yr$5,456/mo",,
"3,622 ft²","$4,527/mo",210 - 210 - 251 Consumers Road,"Toronto, ON","$15.00/sf/yr$4,527/mo",,
"4,013 ft²",Contact,Ground Floor  - 1939 Queen Street East,"Toronto, ON",ContactContact,,
"4,521 ft²",Contact,Partial 35th Floor - 20 Queen Street West,"Toronto, ON",ContactContact,,
782 ft²,Contact,Suite 704 - 55 Eglinton Avenue East,"Toronto, ON",ContactContact,,
"1,152 ft²","$4,800/mo",147 Church St — Ground Floor - 149 Church ...,"Toronto, ON","$50.00/sf/yr$4,800/mo",,
"2,000 ft²","$3,600/mo",149 Church St — 3rd Floor - 149 Church Street,"Toronto, ON","$21.60/sf/yr$3,600/mo",,
963 ft²,"$2,327/mo",Unit 4 - 1575 Jane Street,"Toronto, ON","$29.00/sf/yr$2,327/mo",,
956 ft²,$79/mo,Unit 12D - 100 Westmore Drive,"Toronto, ON",$1.00/sf/yr$79/mo,,
"2,856 ft²",$238/mo,Unit 12 - 100 Westmore Drive,"Toronto, ON",$1.00/sf/yr$238/mo,,
"2,565 ft²",$213/mo,Unit 2 - 100 Westmore Drive,"Toronto, ON",$1.00/sf/yr$213/mo,,
"1,826 ft²",Contact,Suite 408/409 - 55 Eglinton Avenue East,"Toronto, ON",ContactContact,,
"1,101 ft²",Contact,Suite 312 - 55 Eglinton Avenue East,"Toronto, ON",ContactContact,,
"15,360 ft²","$35,840/mo",Retail Space - 141 Church Street,"Toronto, ON","$28.00/sf/yr$35,840/mo",,
"2,000 ft²","$4,200/mo",149 Church St — 2nd Floor - 149 Church Street,"Toronto, ON","$25.20/sf/yr$4,200/mo",,
"1,404 ft²","$8,000/mo",Ground Floor Retail Space - 417 Bloor ...,"Toronto, ON","$68.38/sf/yr$8,000/mo",,
"2,000-4,785 ft²","$2,083/mo",Suite 400 - 101 Duncan Mill Rd,"Toronto, ON","$12.50/sf/yr$2,083/mo",,
"15,092 ft²","$15,720/mo",Suite 500 - 101 Duncan Mill Rd,"Toronto, ON","$12.50/sf/yr$15,720/mo",,
"1,024 ft²","$1,066/mo",Suite 101 - 101 Duncan Mill Rd,"Toronto, ON","$12.50/sf/yr$1,066/mo",,
"2,972 ft²","$6,191/mo",Suite G30 - 1929 Bayview Avenue,"Toronto, ON","$25.00/sf/yr$6,191/mo",,
"3,040 ft²",Contact,401 - 55 St. Clair Avenue West - 55 Saint ...,"Toronto, ON",ContactContact,,
"4,711 ft²",Contact,Lower Level  - 504 Wellington Street West,"Toronto, ON",ContactContact,,
"4,759 ft²",Contact,2nd Floor - 504 Wellington Street West,"Toronto, ON",ContactContact,,
"14,493 ft²","$32,005/mo",126 Tycos Drive - Unit 5 (Full Unit) - ...,"Toronto, ON","$26.50/sf/yr$32,005/mo",,
"6,850 ft²","$11,388/mo",88 Wingold Ave - 88 Wingold Avenue,"Toronto, ON","$19.95/sf/yr$11,388/mo",,
"25,000 ft²",Contact,Sizes Will Range - 4205 Keele Street,"Toronto, ON",ContactContact,,
"11,361 ft²",Not available,30 Tretti Way,"Toronto, ON","$6,000,000",,
"2,033 ft²","$3,727/mo",Lower Level  - 214 King Street West,"Toronto, ON","$22.00/sf/yr$3,727/mo",,
"3,051 ft²",$599/mo,912/913/914 - 4789 Yonge Street,"Toronto, ON",$2.36/sf/yr$599/mo,,
"2,485 ft²","$3,520/mo",404 - 1500 Don Mills Road,"Toronto, ON","$17.00/sf/yr$3,520/mo",,
"12,629 ft²","$38,939/mo",200 - 111 Peter Street,"Toronto, ON","$37.00/sf/yr$38,939/mo",,
"1,836 ft²","$5,661/mo",408 - 111 Peter Street,"Toronto, ON","$37.00/sf/yr$5,661/mo",,
"7,195 ft²","$22,184/mo",606 - 111 Peter Street,"Toronto, ON","$37.00/sf/yr$22,184/mo",,
"1,602 ft²","$4,939/mo",502 - 111 Peter Street,"Toronto, ON","$37.00/sf/yr$4,939/mo",,
"1,879 ft²","$5,793/mo",621 - 111 Peter Street,"Toronto, ON","$37.00/sf/yr$5,793/mo",,
"11,677 ft²","$31,138/mo",1300 - 180 Dundas Street West,"Toronto, ON","$32.00/sf/yr$31,138/mo",,
"11,601 ft²","$30,936/mo",1600 - 180 Dundas Street West,"Toronto, ON","$32.00/sf/yr$30,936/mo",,
"20,409 ft²","$59,526/mo",200 - 901 King Street West,"Toronto, ON","$35.00/sf/yr$59,526/mo",,
"8,827 ft²","$25,745/mo",202 - 901 King Street West,"Toronto, ON","$35.00/sf/yr$25,745/mo",,
"8,672 ft²","$25,293/mo",301 - 901 King Street West,"Toronto, ON","$35.00/sf/yr$25,293/mo",,
"5,128 ft²","$14,956/mo",302 - 901 King Street West,"Toronto, ON","$35.00/sf/yr$14,956/mo",,
"19,596 ft²","$57,155/mo",701 - 901 King Street West,"Toronto, ON","$35.00/sf/yr$57,155/mo",,
"12,380 ft²",Contact,9th Floor | South Tower - 175 Bloor ...,"Toronto, ON",ContactContact,,
"6,812 ft²","$13,624/mo",802 - 5000 Yonge Street,"Toronto, ON","$24.00/sf/yr$13,624/mo",,
"4,656 ft²","$12,804/mo",1775 Queen St. E. - Unit 7-10 - 1875 ...,"Toronto, ON","$33.00/sf/yr$12,804/mo",,
880 ft²,"$2,566/mo",1821 Queen St. E. - Unit 5 - 1875 Queen ...,"Toronto, ON","$35.00/sf/yr$2,566/mo",,
"1,040 ft²","$3,033/mo",1787 Queen St. E. Unit 7 - 1875 Queen ...,"Toronto, ON","$35.00/sf/yr$3,033/mo",,
"1,953 ft²","$4,882/mo",1745 Queen St. E. Unit 8 - 1875 Queen ...,"Toronto, ON","$30.00/sf/yr$4,882/mo",,
"2,603 ft²","$8,676/mo","1865, 1869 & 1871 Queen St. E. - Unit 3, ...","Toronto, ON","$40.00/sf/yr$8,676/mo",,
"4,813 ft²","$16,043/mo",1847 Queen St. E. - Unit 6-10 (Size ...,"Toronto, ON","$40.00/sf/yr$16,043/mo",,
"3,178 ft²","$11,917/mo",1875 Queen St. E. - Unit 1 & 2  - 1875 ...,"Toronto, ON","$45.00/sf/yr$11,917/mo",,
808 ft²,"$2,693/mo",1871 Queen St. E. - Unit 3 - 1875 Queen ...,"Toronto, ON","$40.00/sf/yr$2,693/mo",,
871 ft²,"$2,903/mo",1869 Queen St. E. - Unit 4 - 1875 Queen ...,"Toronto, ON","$40.00/sf/yr$2,903/mo",,
924 ft²,"$3,080/mo",1865 Queen St. E. - Unit 5 - 1875 Queen ...,"Toronto, ON","$40.00/sf/yr$3,080/mo",,
"12,565 ft²",Contact,18th Floor - 390 Bay Street,"Toronto, ON",ContactContact,,
"4,754 ft²",Contact,Suite 1720 - 390 Bay Street,"Toronto, ON",ContactContact,,
"3,565 ft²",Contact,Suite 1520 - 390 Bay Street,"Toronto, ON",ContactContact,,
"2,500 ft²",Contact,Suite 1001 - 390 Bay Street,"Toronto, ON",ContactContact,,
"12,559 ft²",Contact,6th Floor - 390 Bay Street,"Toronto, ON",ContactContact,,
"12,537 ft²",Contact,5th Floor - 390 Bay Street,"Toronto, ON",ContactContact,,
"6,040 ft²",Contact,Suite 310 - 390 Bay Street,"Toronto, ON",ContactContact,,
"5,526 ft²",Contact,Suite 900 - 390 Bay Street,"Toronto, ON",ContactContact,,
"74,091 ft²",Not available,100 Ronson Drive,"Toronto, ON",Contact,,
"1,130 ft²","$8,111/mo",16 - 16 Church St. Toronto,"Toronto, ON","$86.14/sf/yr$8,111/mo",,
"3,549 ft²",Contact,2305 - 200 Bay Street,"Toronto, ON",ContactContact,,
554 ft²,"$1,450/mo",405 - 235 Carlaw Ave,"Toronto, ON","$31.41/sf/yr$1,450/mo",,
"5,375 ft²","$8,040/mo",Unit 4 - 230 Nantucket Boulevard,"Toronto, ON","$17.95/sf/yr$8,040/mo",,
305 ft²,"$19,062/mo","2300 Eglinton Ave E, Unit 203 - 2308 ...","Toronto, ON","$750.00/sf/yr$19,062/mo",,
707 ft²,"$88,375/mo","2300 Eglinton Ave E, Unit 201 - 2308 ...","Toronto, ON","$1,500.00/sf/yr$88,375/mo",,
465 ft²,"$34,875/mo","2300 Eglinton Ave E, Unit 204 - 2308 ...","Toronto, ON","$900.00/sf/yr$34,875/mo",,
"1,317 ft²","$2,963/mo",3461 Weston Road - 3461 Weston Road,"Toronto, ON","$27.00/sf/yr$2,963/mo",,
885 ft²,"$1,843/mo",3449 Weston Road - 3461 Weston Road,"Toronto, ON","$25.00/sf/yr$1,843/mo",,
"2,200 ft²",Not available,508 Queen Street East,"Toronto, ON","$1,199,900",,
"2,237 ft²",Contact,619 - 1 Eglinton Ave E,"Toronto, ON",ContactContact,,
"2,766 ft²",Contact,902 - 119 Spadina Avenue,"Toronto, ON",ContactContact,,
"3,209 ft²","$5,602/mo",Unit 4 - 68 Tycos Drive,"Toronto, ON","$20.95/sf/yr$5,602/mo",,
"4,588 ft²","$8,009/mo",Unit 5 - 68 Tycos Drive,"Toronto, ON","$20.95/sf/yr$8,009/mo",,
"90,700 ft²","$112,997/mo",Entire Building - 9 Densley Avenue,"Toronto, ON","$14.95/sf/yr$112,997/mo",,
"7,000 ft²","$9,304/mo",Lower Level  - 9 Densley Avenue,"Toronto, ON","$15.95/sf/yr$9,304/mo",,
"3,000 ft²","$3,987/mo",Lower Level - 9 Densley Avenue,"Toronto, ON","$15.95/sf/yr$3,987/mo",,
"5,000 ft²","$7,062/mo",Unit 10-11 - 135 Ormont Drive,"Toronto, ON","$16.95/sf/yr$7,062/mo",,
"1,102 ft²","$1,331/mo",308 - 1 Valleybrook Drive,"Toronto, ON","$14.50/sf/yr$1,331/mo",,
"3,802 ft²",Contact,1220 - 5255 Yonge Street,"Toronto, ON",ContactContact,,
"4,554 ft²",Contact,707 - 5255 Yonge Street,"Toronto, ON",ContactContact,,
"2,755 ft²",Contact,207 - 5401 Eglinton Avenue West,"Toronto, ON",ContactContact,,
"1,190 ft²",Contact,305 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
874 ft²,Contact,411 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
"1,520 ft²",Contact,307 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
"100-10,000 ft²",Contact,600 - 77 Bloor Street West,"Toronto, ON",ContactContact,,
"23,317 ft²",Contact,46 Dufflaw Road,"Toronto, ON",ContactContact,,
"5,005 ft²",Contact,6 - 24 Ingram Drive,"Toronto, ON",ContactContact,,
"4,805 ft²",Not available,453 Dundas Street West,"Toronto, ON",Contact,,
"6,716 ft²",Contact,7 - 95 Orfus Road,"Toronto, ON",ContactContact,,
"2,000 ft²",Contact,217 Niagara Street,"Toronto, ON",ContactContact,,
"7,757 ft²",Contact,600 - 25 Adelaide Street East,"Toronto, ON",ContactContact,,
"8,242 ft²",Not available,522 Mount Pleasant Road,"Toronto, ON",Contact,,
109 ft²,Not available,150 Duncan Mill Rd,"Toronto, ON",Contact,,
"1,362 ft²","$9,619/mo",101 - 489 Queen St W,"Toronto, ON","$84.75/sf/yr$9,619/mo",,
"1,800 ft²","$3,997/mo",9 - 40 Barbados Blvd,"Toronto, ON","$26.65/sf/yr$3,997/mo",,
900 ft²,"$2,087/mo",18 - 100 Melford Dr,"Toronto, ON","$27.83/sf/yr$2,087/mo",,
708 ft²,"$1,641/mo",9 - 100 Melford Dr,"Toronto, ON","$27.83/sf/yr$1,641/mo",,
679 ft²,"$3,499/mo",67 - 160 Baldwin St,"Toronto, ON","$61.84/sf/yr$3,499/mo",,
"1,743 ft²","$2,752/mo",Unit 25 - 445 Midwest Road,"Toronto, ON","$18.95/sf/yr$2,752/mo",,
"2,500 ft²","$3,750/mo",Unit 14 - 746 Warden Avenue,"Toronto, ON","$18.00/sf/yr$3,750/mo",,
"2,500 ft²","$3,750/mo",Unit 9 - 746 Warden Avenue,"Toronto, ON","$18.00/sf/yr$3,750/mo",,
"33,221 ft²","$2,768/mo",Unit 80-88 - 92 Carrier Drive,"Toronto, ON","$1.00/sf/yr$2,768/mo",,
"4,721 ft²",$393/mo,Unit 90 - 92 Carrier Drive,"Toronto, ON",$1.00/sf/yr$393/mo,,
"1,891 ft²",$157/mo,Unit 92 - 92 Carrier Drive,"Toronto, ON",$1.00/sf/yr$157/mo,,
"2,347 ft²","$4,889/mo",3449 & 3447 Weston Road - units can be ...,"Toronto, ON","$25.00/sf/yr$4,889/mo",,
"1,462 ft²","$3,045/mo",3447 Weston Road - 3461 Weston Road,"Toronto, ON","$25.00/sf/yr$3,045/mo",,
658 ft²,"$1,370/mo",3443 Weston Road - 3461 Weston Road,"Toronto, ON","$25.00/sf/yr$1,370/mo",,
"13,819 ft²",Contact,1200 - 225 King St W,"Toronto, ON",ContactContact,,
"49,823 ft²","$62,071/mo",1st Floor Warehouse & 2nd Floor Office - ...,"Toronto, ON","$14.95/sf/yr$62,071/mo",,
"1,316 ft²","$3,262/mo",894 Caledonia Road - 894 Caledonia Road,"Toronto, ON","$29.75/sf/yr$3,262/mo",,
"6,177 ft²","$10,784/mo",Unit 6 - 68 Tycos Drive,"Toronto, ON","$20.95/sf/yr$10,784/mo",,
"1,854 ft²","$6,720/mo",810-811 - 4789 Yonge Street,"Toronto, ON","$43.50/sf/yr$6,720/mo",,
"2,819 ft²",Contact,701 - 5255 Yonge Street,"Toronto, ON",ContactContact,,
"18,738 ft²",Contact,600 - 5255 Yonge Street,"Toronto, ON",ContactContact,,
"1,388 ft²",Contact,204 - 5399 Eglinton Avenue West,"Toronto, ON",ContactContact,,
"8,586 ft²",Contact,400 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
868 ft²,Contact,412 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
"1,583 ft²",Contact,419 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
"6,544 ft²",Contact,810 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
"4,422 ft²",Contact,701 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
"2,509 ft²",Contact,803 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
"3,175 ft²",Contact,Floor: 1 - 672 Queen Street East,"Toronto, ON",ContactContact,,
"11,500 ft²",Not available,20 Gladstone Avenue,"Toronto, ON",Contact,,
"2,944 ft²",Contact,1163 Queen Street West,"Toronto, ON",ContactContact,,
"15,610 ft²",Contact,1 - 95 Orfus Road,"Toronto, ON",ContactContact,,
"1,198 ft²",Contact,709 - 25 Adelaide Street East,"Toronto, ON",ContactContact,,
"4,000 ft²","$24,000/mo",289 College Street,"Toronto, ON","$72.00/sf/yr$24,000/mo",,
"2,098 ft²","$8,697/mo",201 - 489 Queen St W,"Toronto, ON","$49.75/sf/yr$8,697/mo",,
"8,287 ft²",Contact,600 - 2 Carlton Street,"Toronto, ON",ContactContact,,
"27,094 ft²",Not available,5134 Dundas Street West,"Toronto, ON","$4,500,000",,
"3,173 ft²",Contact,Suite 201 - 622 College Street,"Toronto, ON",ContactContact,,
"14,324 ft²",Contact,Second Floor - 60 Mobile Drive,"Toronto, ON",ContactContact,,
"13,585 ft²",Contact,Third Floor - 60 Mobile Drive,"Toronto, ON",ContactContact,,
"1,000 ft²",Contact,1530 - Suite 1530 - 439 University Avenue,"Toronto, ON",ContactContact,,
"1,200 ft²",Contact,306 - 477 Richmond St W,"Toronto, ON",ContactContact,,
"5,102 ft²",Contact,Suite 1100 | Model Suite - 15 Toronto Street,"Toronto, ON",ContactContact,,
"5,102 ft²",Contact,Suite 1000 - 15 Toronto Street,"Toronto, ON",ContactContact,,
"2,938 ft²",Contact,Site 400 - 15 Toronto Street,"Toronto, ON",ContactContact,,
"1,332 ft²",Contact,Suite 304 - 15 Toronto Street,"Toronto, ON",ContactContact,,
"2,052 ft²",Contact,"3rd Floor, Ste 301 - 225 Duncan Mill Road","Toronto, ON",ContactContact,,
"18,620 ft²",Contact,"4th Floor, Ste 400 - 225 Duncan Mill Road","Toronto, ON",ContactContact,,
"18,625 ft²",Contact,"9th Floor, Ste 900 - 225 Duncan Mill Road","Toronto, ON",ContactContact,,
289 ft²,Contact,2410 - 401 Bay St,"Toronto, ON",ContactContact,,
"8,565 ft²","$15,494/mo",10 - 480 Tapscott Road,"Toronto, ON","$21.71/sf/yr$15,494/mo",,
"1,400 ft²","$2,391/mo",1202 - 5255 Yonge Street,"Toronto, ON","$20.50/sf/yr$2,391/mo",,
"3,559 ft²","$12,820/mo",306A - 219 Dufferin Street,"Toronto, ON","$43.23/sf/yr$12,820/mo",,
"6,368 ft²","$22,940/mo",310A - 219 Dufferin Street,"Toronto, ON","$43.23/sf/yr$22,940/mo",,
"2,538 ft²","$7,820/mo",2A - 219 Dufferin Street,"Toronto, ON","$36.98/sf/yr$7,820/mo",,
"1,687 ft²","$5,732/mo",105 - Simcoe Street,"Toronto, ON","$40.78/sf/yr$5,732/mo",,
"5,378 ft²","$13,292/mo",12C - 219 Dufferin Street,"Toronto, ON","$29.66/sf/yr$13,292/mo",,
"1,722 ft²","$9,106/mo",12 - 68 Abell Street,"Toronto, ON","$63.46/sf/yr$9,106/mo",,
150 ft²,"$1,000/mo",40 - 45 Sheppard Avenue East,"Toronto, ON","$80.00/sf/yr$1,000/mo",,
"27,470 ft²",Contact,1100 - 25 York Street,"Toronto, ON",ContactContact,,
"1,000 ft²","$2,079/mo",102BR - 2220 Midland Ave,"Toronto, ON","$24.96/sf/yr$2,079/mo",,
"1,240 ft²","$4,000/mo",102 - 35 Golden Ave,"Toronto, ON","$38.71/sf/yr$4,000/mo",,
"2,800 ft²","$21,097/mo",ground floor - 499 Queen Street West,"Toronto, ON","$90.42/sf/yr$21,097/mo",,
"4,272 ft²",Contact,4-Floor Opportunity - 175 Carlton Street,"Toronto, ON",ContactContact,,
"2,924 ft²",Contact,2210 - Suite 2210 - 439 University Avenue,"Toronto, ON",ContactContact,,
"2,992 ft²",Contact,Unit E - 100 Bridgeland Avenue,"Toronto, ON",ContactContact,,
"8,000 ft²",Contact,701 - 366 Adelaide Street West,"Toronto, ON",ContactContact,,
"1,831 ft²",Contact,Suite 601 - 15 Toronto Street,"Toronto, ON",ContactContact,,
"1,419 ft²",Contact,"3rd Floor, Ste 304 - 225 Duncan Mill Road","Toronto, ON",ContactContact,,
"18,627 ft²",Contact,"6th Floor, Ste 600 - 225 Duncan Mill Road","Toronto, ON",ContactContact,,
"18,625 ft²",Contact,"7th Floor, Ste 700 - 225 Duncan Mill Road","Toronto, ON",ContactContact,,
"18,625 ft²",Contact,"5th Floor, Ste 500 - 225 Duncan Mill Road","Toronto, ON",ContactContact,,
"18,624 ft²",Contact,"8th Floor, Ste 800 - 225 Duncan Mill Road","Toronto, ON",ContactContact,,
"377,840 ft²",Not available,4789 Yonge Street,"Toronto, ON",Contact,,
"1,071 ft²","$2,892/mo",104A - 219 Dufferin Street,"Toronto, ON","$32.41/sf/yr$2,892/mo",,
"7,917 ft²","$21,348/mo",203C - 219 Dufferin Street,"Toronto, ON","$32.36/sf/yr$21,348/mo",,
"2,519 ft²","$6,435/mo",10A - 219 Dufferin Street,"Toronto, ON","$30.66/sf/yr$6,435/mo",,
700 ft²,"$2,000/mo",121 - 28 Industrial Street,"Toronto, ON","$34.29/sf/yr$2,000/mo",,
"4,644 ft²",Contact,401 - 1075 Bay Street,"Toronto, ON",ContactContact,,
"4,656 ft²","$13,362/mo",401-402 - 658 Danforth Ave,"Toronto, ON","$34.44/sf/yr$13,362/mo",,
"5,815 ft²",Contact,Suite 500 - 60 Adelaide Street East,"Toronto, ON",ContactContact,,
"1,954 ft²",Contact,Suite 300 - 247 King Street East,"Toronto, ON",ContactContact,,
"1,633 ft²",Contact,Suite 2015 - Sublease - 120 Adelaide ...,"Toronto, ON",ContactContact,,
"5,327 ft²",Contact,Suite 100 - 257 Adelaide Street West,"Toronto, ON",ContactContact,,
"4,836 ft²",Contact,Suite B100 - 257 Adelaide Street West,"Toronto, ON",ContactContact,,
"3,664 ft²",Contact,Ground Floor Retail - 220 Bay Street,"Toronto, ON",ContactContact,,
"6,912 ft²",Contact,Suite 300 - 220 Bay Street,"Toronto, ON",ContactContact,,
"3,144 ft²",Contact,Suite 801 - 220 Bay Street,"Toronto, ON",ContactContact,,
"35,000 ft²",Contact,1st floor - 224 Wallace Avenue,"Toronto, ON",ContactContact,,
"4,094 ft²",Contact,Suite 220 - 56 The Esplanade,"Toronto, ON",ContactContact,,
"1,191 ft²",Contact,Suite 204 - 56 The Esplanade,"Toronto, ON",ContactContact,,
"7,177 ft²",Contact,Suite 403 - 477 Mount Pleasant Road,"Toronto, ON",ContactContact,,
"14,000 ft²",Contact,3rd Floor - 1027 Yonge Street,"Toronto, ON",ContactContact,,
"3,003 ft²",Contact,901 - 1867 Yonge St,"Toronto, ON",ContactContact,,
"1,015 ft²",Contact,212 - Graphic Arts Building  - 73 ...,"Toronto, ON",ContactContact,,
"11,027 ft²",Contact,Suite 300 - 445 King Street West,"Toronto, ON",ContactContact,,
"6,779 ft²",Contact,Suite 1010 - 4 King Street West,"Toronto, ON",ContactContact,,
"14,402 ft²",Contact,PH1-01 - 665 Queen Street East,"Toronto, ON",ContactContact,,
"13,565 ft²",Contact,PH2 - 665 Queen Street East,"Toronto, ON",ContactContact,,
"1,483 ft²",Contact,PH1-02 - 665 Queen Street East,"Toronto, ON",ContactContact,,
"2,857 ft²",Contact,PH2-02 - 665 Queen Street East,"Toronto, ON",ContactContact,,
"2,518 ft²",Contact,705 - 5255 Yonge Street,"Toronto, ON",ContactContact,,
"3,810 ft²",Contact,512 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
722 ft²,"$1,550/mo",202 - 2494 Danforth Avenue,"Toronto, ON","$25.76/sf/yr$1,550/mo",,
"1,917 ft²","$7,130/mo",Patio - 20 Joe Shuster Way,"Toronto, ON","$44.63/sf/yr$7,130/mo",,
"6,811 ft²",Contact,1504 - 5000 Yonge Street,"Toronto, ON",ContactContact,,
"4,213 ft²","$13,379/mo",LL2 - 161 Liberty Street,"Toronto, ON","$38.11/sf/yr$13,379/mo",,
"2,109 ft²","$6,052/mo",401 - 658 Danforth Ave,"Toronto, ON","$34.44/sf/yr$6,052/mo",,
"2,547 ft²","$7,309/mo",402 - 658 Danforth Ave,"Toronto, ON","$34.44/sf/yr$7,309/mo",,
"11,000 ft²",Contact,Suite 1200 - Option B - 33 Yonge Street,"Toronto, ON",ContactContact,,
"1,332 ft²",Contact,F - 44 Gerrard Street West,"Toronto, ON",ContactContact,,
"2,568 ft²",Contact,Suite 501 - 60 Adelaide Street East,"Toronto, ON",ContactContact,,
"1,998 ft²",Contact,Suite 200 - 247 King Street East,"Toronto, ON",ContactContact,,
"2,278 ft²",Contact,596 St. Clair Avenue West - 596 Saint ...,"Toronto, ON",ContactContact,,
"6,435 ft²",Contact,Suite 200 - 257 Adelaide Street West,"Toronto, ON",ContactContact,,
"8,602 ft²",Contact,Suite 400 - 360 Adelaide Street West,"Toronto, ON",ContactContact,,
"3,626 ft²",Contact,Suite 301 - 360 Adelaide Street West,"Toronto, ON",ContactContact,,
"29,000 ft²",Contact,4th floor - 224 Wallace Avenue,"Toronto, ON",ContactContact,,
"2,790 ft²",Contact,PATH Level Retail - 220 Bay Street,"Toronto, ON",ContactContact,,
"1,177 ft²",Contact,Suite 306 - 56 The Esplanade,"Toronto, ON",ContactContact,,
"2,551 ft²",Contact,Suite 510 - 56 The Esplanade,"Toronto, ON",ContactContact,,
"2,096 ft²",Contact,Suite 203 - 56 The Esplanade,"Toronto, ON",ContactContact,,
"1,201 ft²",Contact,Suite 305 - 56 The Esplanade,"Toronto, ON",ContactContact,,
769 ft²,Contact,Suite 307 - 56 The Esplanade,"Toronto, ON",ContactContact,,
831 ft²,Contact,Unit 114B - 158 Front Street East,"Toronto, ON",ContactContact,,
"4,576 ft²",Contact,Unit 103 - 158 Front Street East,"Toronto, ON",ContactContact,,
"1,280 ft²",Contact,Unit 113 - 158 Front Street East,"Toronto, ON",ContactContact,,
"1,000 ft²",Contact,Suite 114A - 1929 Bayview Avenue,"Toronto, ON",ContactContact,,
"2,533 ft²",Contact,Suite 1820 - 121 King Street West,"Toronto, ON",ContactContact,,
"1,642 ft²",Contact,4949 Bathurst Street - 4949 Bathurst Street,"Toronto, ON",ContactContact,,
"3,403 ft²",Contact,"Unit A, Unit C and Unit D - 2373 Adelaide ...","Toronto, ON",ContactContact,,
"1,345 ft²",Contact,Unit 25 - 585 Middlefield Road - 585 ...,"Toronto, ON",ContactContact,,
"1,800-8,000 ft²",Contact,39 Wynford Drive,"Toronto, ON",ContactContact,,
"2,201 ft²",Contact,Suite 1020 - 4 King Street West,"Toronto, ON",ContactContact,,
"3,207 ft²",Contact,PH1-03 - 665 Queen Street East,"Toronto, ON",ContactContact,,
"24,327 ft²",Contact,PH2-01 - 665 Queen Street East,"Toronto, ON",ContactContact,,
"2,184 ft²",Contact,PH2-03 - 665 Queen Street East,"Toronto, ON",ContactContact,,
693 ft²,Not available,76 Saint Clair Avenue West,"Toronto, ON","$150,000",,
"2,674 ft²",Contact,130 - 10 Carlson Court,"Toronto, ON",ContactContact,,
884 ft²,"$1,510/mo",1203 - 5255 Yonge Street,"Toronto, ON","$20.50/sf/yr$1,510/mo",,
"16,745 ft²",Contact,401 - 901 King Street West,"Toronto, ON",ContactContact,,
757 ft²,Contact,802 - 47 Sheppard Avenue East,"Toronto, ON",ContactContact,,
"1,500 ft²","$4,125/mo",Third Floor - 362 Davenport Road,"Toronto, ON","$33.00/sf/yr$4,125/mo",,
"6,000 ft²",Contact,Portion of 16th Floor - 175 Bloor Street East,"Toronto, ON",ContactContact,,
"9,171 ft²",Contact,1805 - 5000 Yonge Street,"Toronto, ON",ContactContact,,
